"California State University, Sacramento",77.7777777778,312,301,324,157.428571429,149,161,154.571428571,145,163,3.4485714286,2.48,4,4.0714285714,3,4.5,100,95,102
Fairleigh Dickinson,100,315.666666667,312,323,161.666666667,159,163,154,149,160,3.75,3.7,3.8,5,4.5,5.5,102.666666667,100,104
The College Of William And Mary,42.8571428571,320.666666667,303,332,159,151,164,161.666666667,152,170,3.6033333333,3.23,4,4.5,4,5,101.333333333,96,105
California University Of Pennsylvania,100,300.2,295,308,151,148,154,149.2,147,155,3.854,3.8,3.93,4.1,3.5,5,96.6,95,99
Edinboro,36.3636363636,299.25,292,304,150.25,149,152,149,143,154,3.7575,3.55,3.88,4.125,3.5,4.5,95.75,95,97
Stanford University,35.6334428624,326.727459016,300,340,162.168032787,140,170,164.55942623,138,170,3.7949986505,2.2,4,4.4610655738,2,6,105.301229508,90,119
Columbia College Chicago,100,324.833333333,317,333,162.833333333,155,168,162,158,166,3.3883333333,2.9,4,4.6,3.5,5,105.833333333,100,111
Kansas University,63.6363636364,310.714285714,297,325,156.571428571,148,163,154.142857143,147,162,3.7157142857,3.36,3.96,4.5,4,5.5,99.8571428571,95,104
University of Pennsylvania,43.4944237918,323.520299145,292,340,160.81517094,140,170,162.705128205,142,170,3.7008647489,2.58,4,4.3141025641,2.5,6,106.072649573,87,120
"California State University, Northridge",83.3333333333,309.32,293,324,156.24,145,165,153.08,144,165,3.6676,3,4,4.16,2.5,5,99.92,93,106
"University Of Texas, Houston (UT Houston)",92.8571428571,315.153846154,291,334,157.692307692,144,164,157.461538462,147,170,3.4553846154,2.78,3.93,4.4230769231,3.5,5,100.538461538,93,105
Embry-Riddle Aeronautical University,100,314.666666667,304,330,162.666666667,155,168,152,142,165,3.5433333333,3,3.9,3.8333333333,3,4.5,106.666666667,103,111
University of British Columbia,58.8,322.149659864,298,339,159.557823129,142,170,162.591836735,142,170,3.690952381,2.1,4,4.149659864,2.5,6,102.680272109,92,116
Adler School Of Professional Psychology,100,308.833333333,301,320,156.333333333,151,159,152.5,148,164,3.59,3.45,3.7,4.5,4,5,99.3333333333,96,100
Queens University,50,322.5,298,333,161.75,146,170,160.75,150,167,3.8033333333,3.2,4,4.875,2.5,6,104.083333333,94,116
"University Of Wisconsin, Stevens Point",70,299.428571429,291,310,151.428571429,145,158,148,140,154,3.7085714286,3.4,3.94,4.0714285714,3.5,4.5,97.1428571429,93,103
University Of Pennsylvania Fels Institute Of Government,100,318.666666667,313,325,162,160,164,156.666666667,151,161,3.5533333333,3.2,3.83,4.3333333333,3,6,103,101,105
SUT Medical College,50,319,319,319,155,153,157,164,162,166,3.93,3.86,4,3.25,3,3.5,99,98,100
Indiana State University,41.6666666667,306.5,288,320,156.3,150,166,150.2,138,159,3.612,2.8,3.97,3.95,3.5,4.5,99.7,96,107
Jewish Theological Seminary,100,315.25,312,321,163.75,162,166,151.5,150,155,3.49,3.46,3.5,4.875,4.5,5.5,104.75,103,107
"University of Texas, Dallas",74.389867161,312.029900332,282,336,151.428986711,134,170,160.600913621,141,170,3.5244563482,2.4,4,3.4068313954,1.5,6,101.646179402,80,119
Temple University,74.8858447489,315.134146341,294,335,159.262195122,138,170,155.87195122,141,170,3.6915853659,2.75,4,4.4603658537,2.5,6,102.292682927,88,116
St. Rose,40,300.5,295,306,148.5,142,155,152,151,153,3.63,3.56,3.7,4.5,4.5,4.5,97.5,92,103
Michigan State University (MSU),71.5976331361,318.462809917,295,337,159.599173554,138,170,158.863636364,135,170,3.6461157025,2.82,4,4.1921487603,2.5,6,102.73553719,88,116
Illinois Institute Of Technology,78.8461538462,314.670731707,281,336,154.573170732,139,170,160.097560976,135,170,3.5262195122,2.76,4,3.6951219512,1.5,6,99.4390243902,89,116
California State University East Bay,60,306.833333333,298,312,153.833333333,148,160,153,145,161,3.7666666667,3.2,3.97,4.3333333333,4,5,98.1666666667,95,101
CSU East Bay,14.2857142857,324,324,324,165,165,165,159,159,159,3.72,3.72,3.72,5,5,5,106,106,106
"Califorinia State University, Northridge",75,303,299,306,153.666666667,153,155,149.333333333,146,151,3.8566666667,3.79,3.98,4.1666666667,4,4.5,99.6666666667,98,103
Radford University,82.3529411765,304.738095238,292,325,153.714285714,143,170,151.023809524,142,163,3.6478571429,3.1,4,4.3452380952,3,5.5,98.6666666667,93,116
Duquesne University,64.7058823529,316.545454545,305,328,160.590909091,148,170,155.954545455,146,167,3.665,2.97,4,4.9727272727,4,6,103.681818182,95,116
Molloy,100,304.2,298,309,152.8,147,158,151.4,149,155,3.656,3.27,3.9,4.5,4,5.5,98.2,94,103
Eastman School Of Music,66.6666666667,323.5,315,332,165,162,168,158.5,153,164,3.71,3.62,3.8,5,4.5,5.5,107,103,111
McMaster University,56.5217391304,321.769230769,314,336,160.153846154,149,169,161.615384615,152,170,3.7269230769,3.26,3.94,4.0769230769,3,5,102.923076923,95,114
University Of New Mexico,81.1965811966,316.873684211,296,340,158.884210526,144,170,157.989473684,142,170,3.5543157895,2.7,4,4.3157894737,2.5,6,102.421052632,93,116
UCSB Bren School,75,328.666666667,325,333,165.666666667,162,170,163,163,163,3.5533333333,3.4,3.66,4.1666666667,4,4.5,108.333333333,103,116
Ohio State University,52.1739130435,321.431924883,286,339,158.622065728,139,170,162.809859155,137,170,3.6639372351,2.5263157895,4,4.046713615,2,6,105.234741784,86,120
"University of California, San Diego",42.7282377919,323.740372671,294,340,160.113043478,138,170,163.627329193,135,170,3.70360098,2.86,4,4.2549689441,2,6,104.683229814,80,120
Boise State University,100,314.857142857,303,333,158.714285714,150,167,156.142857143,145,168,3.5642857143,3.16,4,4.0714285714,3.5,5,101.428571429,96,108
University Of Calgary,65.625,317.404761905,299,336,156.047619048,138,170,161.357142857,142,170,3.6671428571,2.8,4,3.9880952381,2.5,6,100.69047619,88,116
University of Texas Arlington,76.3981042654,307.315136476,284,336,148.939205955,131,170,158.375930521,136,170,3.4457968953,2.5060240964,4,3.2808312655,1.5,5.5,98.5719602978,79,119
University Of North Texas,79.5180722892,312.015151515,297,333,156.924242424,144,169,155.090909091,142,167,3.5556060606,2.96,4,4.2424242424,2.5,6,101.075757576,93,114
La Salle,53.3333333333,308.75,291,320,156.375,147,167,152.375,144,157,3.845,3.6,4,4.625,4,5.5,101.25,94,108
Georgetown University,70.1149425287,321.301639344,294,339,162.829508197,144,170,158.472131148,140,170,3.6433442623,2.9,4,4.7,3,6,105.37704918,93,116
The College Of Saint Rose,82.3529411765,303.785714286,288,320,154.642857143,149,163,149.142857143,139,157,3.7657142857,3.53,4,4.1428571429,3.5,5.5,98.4285714286,95,104
Molloy College,88.8888888889,299.9375,289,307,151.6875,145,160,148.25,142,156,3.635625,3.2,3.96,4,3,5,96.75,93,101
Texas State University,65.2173913043,306.933333333,280,330,156.6,140,165,150.333333333,140,168,3.566,3.12,4,4.3,3.5,5,100.133333333,90,106
Maryland University,80,320,308,327,163.75,157,170,156.25,150,169,3.8525,3.7,3.91,3.875,3,4.5,108,100,116
The Wright Institute,66.6666666667,312.5,312,313,156.5,155,158,156,154,158,3.705,3.61,3.8,4.5,4.5,4.5,101.5,100,103
Humboldt State University,100,307.6,301,321,154.8,152,163,152.8,149,158,3.44,3.24,3.68,3.7,3.5,4.5,99,97,104
Union Theological Seminary,71.4285714286,321.4,308,329,167.2,163,170,154.2,140,161,3.704,2.7,4,4.5,4,5,110.6,104,116
University Of West Georgia,82.3529411765,304.785714286,286,323,153,142,169,151.785714286,143,167,3.64,3.3,4,4.1071428571,3.5,5,98.0714285714,92,114
"University Of Wisconsin, Milwaukee",67.8571428571,310.614035088,288,333,157.175438596,139,170,153.438596491,140,167,3.7673684211,2.99,4,4.3421052632,2.5,6,101.192982456,89,116
McGill Unviversity,57.1428571429,319.642857143,300,337,158.404761905,140,170,161.238095238,142,170,3.7173809524,3,4,4.2047619048,3,6,102,90,116
Politecnico Di Milano,100,316,306,328,151.75,142,168,164.25,160,168,3.4275,3,3.9,3.75,3,5,98.5,92,111
Pennsylvania State University,58.8486140725,320.192028986,290,340,158.907608696,139,170,161.28442029,135,170,3.6773188406,2,4,4.2119565217,2,6,102.182971014,89,116
Oklahoma State,60,312.666666667,301,330,158.666666667,153,168,154,148,162,3.7333333333,3.7,3.8,4.6666666667,4,5,104,98,111
LaSalle University,57.1428571429,313.25,303,335,157.25,153,165,156,149,170,3.81,3.55,3.95,4.625,4.5,5,100.75,98,106
National University Of Singapore (NUS),68.1818181818,319.666666667,304,330,157.133333333,144,166,162.533333333,152,170,3.7373333333,3.3,4,3.6333333333,3,5,100.866666667,93,107
Western Ontario,66.6666666667,313.25,295,327,155,139,170,158.25,154,166,3.485,3.3,3.66,3.875,3,5.5,103.25,89,116
University At Albany School Of Public Health,66.6666666667,310,306,314,155.5,152,159,154.5,154,155,3,3,3,3.75,3.5,4,98.5,97,100
Binghamton University,100,327,322,331,163,156,167,164,161,166,3.6533333333,3.4,3.86,4.1666666667,3.5,5,105,100,108
MGH,60,316.111111111,304,332,159.666666667,151,170,156.444444444,148,167,3.7240740741,3.2,3.99,4.6111111111,4,5.5,102.777777778,96,116
Valdosta State University,76.4705882353,302.692307692,295,316,154.076923077,146,169,148.615384615,145,153,3.5938461539,3.1,4,4.3846153846,3.5,5.5,99.7692307692,94,114
University Of Missouri,70.5128205128,317.109090909,301,336,159.945454545,138,170,157.163636364,146,167,3.7312727273,2.9,4,4.5,2.5,6,102.727272727,88,116
Simmons College,100,308.142857143,291,322,159.714285714,149,168,148.428571429,142,154,3.18,0.25,3.89,4.6428571429,4,5.5,102.714285714,95,111
"Loyala University, Maryland",63.829787234,311.433333333,291,328,158.3,147,168,153.133333333,144,163,3.6803333333,2.76,4,4.4166666667,3,6,101.433333333,94,111
Fordham University,61.6666666667,319.256756757,299,337,162,148,170,157.256756757,140,169,3.7374324324,3.2,4,4.7635135135,3,6,104.405405405,95,116
University Of New Orleans,80,319.5,317,323,160.25,155,164,159.25,156,164,3.6,3.21,3.95,4.375,3.5,5.5,103,102,105
Rockefeller University,58.5365853659,327.958333333,302,340,164.041666667,140,170,163.916666667,158,170,3.8533333333,3.49,4,4.5833333333,3,6,107.583333333,90,116
"University Of Nevada, Las Vegas",75,316.80952381,306,329,159.761904762,151,170,157.047619048,146,169,3.6871428571,3.18,4,4.3333333333,3,6,102.714285714,96,116
"University of Texas, Arlington",85.9649122807,313.795918367,299,329,156.020408163,139,170,157.775510204,146,169,3.5093877551,1.91,4,3.6224489796,2.5,5,100.979591837,89,116
"University Of Colorado, Colorado Springs",83.3333333333,315.2,308,322,156.8,147,165,158.4,155,161,3.736,3.1,4,4.7,4,5.5,100.8,94,106
University Of Zurich,55.5555555556,330.2,324,335,163.2,158,169,167,165,170,3.89,3.67,4,4.8,4,6,105.2,100,114
Seton Hall Whitehead School,100,321.75,308,331,163,152,170,158.75,155,163,3.7475,3.6,3.85,4.5,4,5,106.25,97,116
Montevallo,33.3333333333,308,308,308,148,148,148,160,160,160,3.92,3.92,3.92,3.5,3.5,3.5,95,95,95
Barcelona GSE,78.5714285714,322.272727273,312,332,157.363636364,150,168,164.909090909,162,167,3.5436363636,3.2,3.89,4.0909090909,3,6,100.727272727,96,111
Drew University,55.5555555556,315.8,303,328,162.8,159,165,153,144,163,3.662,3.24,3.9,5,4.5,5.5,103.8,100,106
"University of California, Berkeley",39.1447368421,325.50280112,270,340,162.035014006,132,170,163.467787115,138,170,3.7678711485,2.95,4,4.5026610644,2.5,6,104.837535014,79,116
Icahn School Of Medicine At Mount Sinai,68.4210526316,324.307692308,306,338,162.948717949,154,170,161.358974359,151,169,3.5641025641,2.84,4,4.5,3,6,105.692307692,99,116
Saint Louis University,76.5625,314.142857143,293,337,158.224489796,147,170,155.918367347,143,170,3.733877551,3.2,4,4.5102040816,2,6,101.632653061,94,116
Colorado School Of Mines (CSM),52.4193548387,316.646153846,293,336,156.553846154,142,168,160.092307692,136,170,3.6178461539,3,4,3.9615384615,2,5.5,100.369230769,92,111
West Texas A&M University,75,302.333333333,294,315,152.666666667,148,160,149.666666667,144,155,3.6,3.5,3.8,3.8333333333,3.5,4.5,97.3333333333,95,101
Colorado State University (CSU),61.1111111111,317.727272727,284,340,158.636363636,140,170,159.090909091,140,170,3.6207070707,2.67,4,4.101010101,2.5,6,102.070707071,90,116
University Of West Florida,100,307.384615385,295,325,156.461538462,148,166,150.923076923,143,159,3.3753846154,3,3.66,4.2692307692,3.5,5,100,95,107
Lamar University,100,308.6,301,319,151.6,141,160,157,151,160,3.522,3,3.86,3.6,2,4.5,97.2,92,101
Armstrong State University,55.5555555556,315,307,326,159.2,154,167,155.8,152,159,3.57,3.2,3.75,3.9,3,4.5,101.8,99,108
UBC Okanagan,71.4285714286,319.8,308,328,159.2,149,165,160.6,154,168,3.732,3.06,4,4.7,4,5.5,101.6,95,106
Worcester State College,50,304.777777778,295,321,153.777777778,147,167,151,145,156,3.6688888889,3.24,3.99,4.2777777778,3.5,5,98.6666666667,94,108
"University Of Missouri, Columbia",73.8095238095,316.225806452,296,333,158.677419355,143,170,157.548387097,142,170,3.6120967742,2.8,4,4.0967741936,2,6,102,93,116
University of Southern California,72.4209795068,318.578417266,276,340,156.16498801,134,170,162.413429257,137,170,3.6403477943,2.56,4,3.8065707434,0.3,6,104.778417266,79,119
Oregon Health & Science University (OHSU),66.6666666667,321.333333333,304,332,161.166666667,152,164,160.166666667,152,168,3.7233333333,3.48,3.9,4.9166666667,4,6,102.833333333,97,105
University of Texas Southwestern Medical Center,50,320.25,313,331,158.25,155,165,162,158,166,3.695,3.34,4,4.625,4,5,103,100,106
South Carolina State University,71.4285714286,293.8,286,301,148.4,144,155,145.4,142,148,3.23,3,3.5,4.4,3.5,5.5,96.2,93,103
St. Ambrose University,85.7142857143,301.833333333,290,310,151.166666667,145,156,150.666666667,143,158,3.6483333333,3.18,3.92,4.3333333333,4,5,98,93,103
"University Of Wisconsin, Whitewater",35.7142857143,301.4,296,313,152,149,157,149.4,140,160,3.456,3.2,3.66,4,2.5,5,97,95,100
University Of Tulsa,62.1212121212,313.585365854,301,330,155.56097561,142,170,158.024390244,144,170,3.6619512195,2.89,4,4.0365853659,1.5,6,99.5365853659,92,116
Long Island University,100,307.388888889,282,338,154.611111111,142,170,152.777777778,140,168,3.595,2.9,3.9,4.25,3.5,5.5,100.055555556,92,116
Chatham University,42.8571428571,312.666666667,306,319,158.333333333,151,164,154.333333333,153,155,3.75,3.63,3.87,4.3333333333,4,5,100.666666667,96,105
Missouri University Of Science And Technology,100,314.916666667,302,325,153.166666667,143,159,161.75,143,168,3.5925,3.15,4,3.4166666667,3,4,98.0833333333,93,103
Pratt Institute,88.8888888889,312.333333333,291,331,155.583333333,138,167,156.75,145,170,3.5991666667,2.7,4,4.1875,3,5.5,99.7916666667,88,108
"University of Indiana, Bloomington",42.1052631579,318.75,306,330,159.5,143,167,159.25,143,167,3.77,3.32,3.9,4.3125,3,5,102.5,93,108
MGH Institute of Health Professions,83.3333333333,312.583333333,296,334,159.55,148,170,153.033333333,144,166,3.716,3.1,3.98,4.5166666667,3,6,102.316666667,95,116
"Long Island University, CW Post",100,305,295,321,155.1,149,160,149.9,142,161,3.596,3.3,3.83,4.75,4,5.5,99.1,95,103
West Virginia University,81.6666666667,310.510204082,291,329,155.765306122,139,168,154.744897959,142,170,3.6331632653,3,4,4.1836734694,2.5,6,99.6428571429,89,111
University Of Arkansas,81.25,305.923076923,287,322,153.307692308,142,165,152.615384615,143,161,3.6876923077,3.3,3.97,3.9230769231,3,5,98.0769230769,92,106
Georgia State University (GSU),66.4948453608,314.496124031,288,340,158.914728682,142,170,155.581395349,140,170,3.6347286822,2.3,4,4.511627907,2.5,6,102.294573643,92,116
Saint Xavier University,53.5211267606,307.842105263,291,325,154.947368421,145,168,152.894736842,146,164,3.7205263158,3,4,4.5,3.5,5.5,99.7368421053,93,111
Old Dominion University,60.9756097561,310.52,289,327,156.52,132,170,154,139,166,3.6356,3.1,3.91,4.34,3,6,100.48,79,116
"Califorinia State University, Long Beach",80,304.75,283,325,148.5,142,155,156.25,141,170,3.65,3.2,3.92,3.375,2,4.5,97.5,92,103
University of Utah,57.9888268156,317.29672447,287,337,155.870905588,138,170,161.425818882,142,170,3.6104408955,2.6,4,3.8564547206,2,6,103.72061657,57,120
"Texas A&M University, Kingsville (TAMU)",100,296.5,293,303,144,137,147,152.5,148,157,3.2475,3,3.66,3.25,2.5,4,92.25,87,94
Case Western Reserve University (CWRU),65.0684931507,317.778947368,300,340,158.157894737,144,170,159.621052632,142,170,3.6353684211,2.96,4,4.0631578947,2,6,101.978947368,93,116
"University Of California, Merced",78.2608695652,316.611111111,298,334,157.277777778,143,170,159.333333333,143,166,3.4655555556,2.4,3.81,3.8333333333,2.5,5,102.111111111,93,116
University Of Mississippi,68,311.441176471,284,330,157.529411765,143,170,153.911764706,141,166,3.6602941177,2.78,4,4.2794117647,2.5,5,101.029411765,93,116
Johns Hopkins University School Of Advanced International Studies (SAIS),66.6666666667,327,319,335,163,161,165,164,158,170,3.715,3.71,3.72,4.25,4,4.5,104,102,106
Sarah Lawrence College,75,313.333333333,305,318,156.666666667,151,160,156.666666667,154,158,3.3466666667,3.2,3.54,4.5,4,5.5,99,96,101
University Of Puget Sound,100,314.333333333,308,320,157.666666667,153,162,156.666666667,153,162,3.8066666667,3.64,3.92,4.6666666667,4.5,5,100.333333333,98,103
University Of Bristol,83.3333333333,310.6,300,323,156.2,145,163,154.4,140,163,3.486,2.8,3.9,3.8,2.5,4.5,99.4,93,104
California Institute of Technology (Caltech),40.0696864111,326.147826087,278,340,160.860869565,132,170,165.286956522,145,170,3.7746706113,2.93,4,4.3347826087,2.5,6,104.743478261,80,117
Carnegie Mellon University,58.2034149963,322.356505102,294,340,158.702806122,136,170,163.65369898,138,170,3.6185653952,2,4,3.9948979592,2.5,6,106.315688776,84,120
Eastern Kentucky,33.3333333333,303,303,303,152,152,152,151,151,151,3.6,3.6,3.6,4.5,4.5,4.5,97,97,97
New Jersey Institute of Technology,92.0081967213,305.732739421,282,330,147.959910913,130,168,157.772828508,136,169,3.3824813258,2.338028169,4,3.2567928731,2,5.5,97.0155902004,79,119
"Washington University, St. Louis",53.0188679245,321.893238434,296,340,161.09252669,138,170,160.800711744,134,170,3.6616014235,2.6,4,4.4181494662,2.5,6,103.900355872,88,116
New Jersey Institute Of Technology (NJIT),79.3103448276,311.391304348,291,329,151.826086957,139,170,159.565217391,145,170,3.217826087,0.33,4,3.6086956522,3,5.5,97.6956521739,89,116
San Diego State University (SDSU),63.0573248408,312.878787879,292,328,157.262626263,145,169,155.616161616,141,167,3.5933333333,2.5,4,4.4090909091,3,6,100.808080808,93,114
University Of Minnesota,54.9295774648,316.897435897,295,333,158.282051282,147,170,158.615384615,138,170,3.6453846154,2.61,4,4.1153846154,2.5,5.5,102.076923077,94,116
University Of British Columbia,50,317.2,310,322,155.2,154,158,162,155,168,3.274,2.88,3.7,4.2,3,5.5,100.8,99,103
Plymouth State University,100,312.25,303,320,156.5,146,164,155.75,154,157,3.4825,3.24,3.7,4.5,4,5.5,101,94,105
Swiss Finance Institute,25,329,329,329,163,163,163,166,166,166,3.6,3.6,3.6,3,3,3,104,104,104
American University,88.5106382979,317.317307692,286,336,160.846153846,139,170,156.471153846,141,170,3.6416826923,2.69,4,4.5985576923,3,6,103.576923077,89,116
NSF GRFP,68.4210526316,325.769230769,318,337,162.230769231,152,169,163.538461538,152,170,3.7507692308,3.1,4,4.7307692308,4,6,104.384615385,97,114
University Of Leeds,87.5,315,310,324,161.285714286,153,166,153.714285714,145,165,3.7285714286,3.29,4,5,4,6,102.857142857,98,107
Saint Marys College,60,303,301,304,153,151,154,150,150,150,3.4333333333,3.3,3.7,4.6666666667,4,5,98,96,99
Pacific University,77.7777777778,308.952380952,292,335,157.047619048,145,170,151.904761905,138,170,3.6519047619,2.56,4,4.3492063492,3,6,100.936507937,93,116
Cedars-Sinai Medical Center,100,322.333333333,318,330,160.666666667,157,165,161.666666667,159,165,3.5133333333,3.16,3.9,3.8333333333,3,4.5,102.333333333,100,106
Claremont Graduate School,100,325.333333333,313,333,161,155,165,164.333333333,158,170,3.6533333333,3.56,3.8,4.3333333333,3.5,5.5,104.333333333,103,106
The Catholic University Of America,71.4285714286,322.2,315,332,160.2,154,170,162,159,166,3.836,3.5,3.98,4.9,4,6,103.6,99,116
Florida Atlantic University,75,308.833333333,293,324,153.888888889,136,166,154.944444444,146,167,3.5938888889,2.75,4,4.0277777778,2,5.5,98.7222222222,86,107
Howard University,100,301.75,291,318,151.625,147,157,150.125,143,165,3.67,3.4,4,4.1875,3.5,5,96.875,94,100
Arcadia University,100,322.2,308,328,160.2,149,166,162,159,164,3.518,3.3,3.87,4.9,4.5,5.5,102.2,95,107
"University Of Nebraska, Lincoln",69.2307692308,314.555555556,290,337,158.393162393,139,170,156.162393162,138,170,3.7335042735,2.78,4,4.1837606838,2,6,102.008547009,89,116
London Business School,60,323.777777778,320,331,160.222222222,152,170,163.555555556,150,170,3.7411111111,3.3,4,4.4444444444,3,5,103.888888889,97,116
University Of Cincinnati,66.091954023,313.208695652,289,336,156.043478261,140,170,157.165217391,139,170,3.5982608696,2.4,4,4.1652173913,3,6,99.8260869565,90,116
Boston College,75.7575757576,319.36,299,334,161.4,148,170,157.96,145,169,3.7016,3.1,4,4.864,4,6,104.36,95,116
Virginia Polytechnic Institute and State University,30.3687635575,322.482142857,303,337,157.682142857,141,170,164.8,141,170,3.6029007059,0.3758139535,4,3.7716071429,2.5,6,108.939285714,89,120
Marymount University,100,313.166666667,302,320,159,151,169,154.166666667,143,162,3.485,3.04,3.8,4.5,3,5.5,102.166666667,96,114
Portland State University,58.7878787879,314.237113402,294,336,159.360824742,143,170,154.87628866,140,169,3.6165979381,2.9,4,4.4536082474,2.5,6,102.402061856,93,116
George Mason University,84.7665847666,310.660869565,278,334,150.889855072,130,168,159.771014493,141,170,3.4155754388,2.1204301075,4,3.3260869565,2,5.5,101.179710145,80,118
Midwestern,100,302.666666667,297,306,152.333333333,150,155,150.333333333,147,153,3.6,3.6,3.6,4.1666666667,4,4.5,98.6666666667,96,103
University Of Warwick,92.8571428571,320.461538462,310,332,155.692307692,148,165,164.769230769,159,170,3.7638461539,3.4,3.95,3.9230769231,3,5,99.2307692308,95,106
Bentley University,100,315.333333333,311,323,158.666666667,155,165,156.666666667,156,158,3.3,3.1,3.5,4.8333333333,4.5,5.5,103,100,106
"Colorado State University, Fort Collins",60,331,326,337,163.666666667,160,167,167.333333333,166,170,3.71,3.3,3.93,4.1666666667,4,4.5,104.666666667,101,108
Sanger Institute,66.6666666667,325,325,325,165,165,165,160,160,160,4,4,4,5.5,5.5,5.5,106,106,106
New York Medical College,80.9523809524,306.5,292,329,155.911764706,142,167,150.588235294,144,162,3.6864705882,3.2,4,4.5588235294,3.5,6,99.8235294118,92,108
Governors State University,55,301.818181818,289,315,151.090909091,144,162,150.727272727,145,162,3.7581818182,3.26,3.98,4.2727272727,3.5,5,96.5454545455,93,103
University of Toronto,52.1875,322.862275449,296,340,161.497005988,138,170,161.365269461,142,170,3.7061676647,2.7,4,4.502994012,3,6,104.425149701,88,116
Dartmouth College,57.6576576577,320.015625,306,336,158.328125,140,170,161.6875,149,170,3.5828125,2,4,4.125,2.5,6,101.953125,90,116
Cooper Union,42.8571428571,313.666666667,310,319,158,147,167,155.666666667,145,163,3.7533333333,3.44,3.92,4.1666666667,3,5,101,94,108
Salus University,83.3333333333,301.6,289,313,153,145,161,148.6,143,154,3.575,3.15,4,4.05,3.5,5,97.8,93,102
TU Munich,90,315.888888889,308,327,155.111111111,144,170,160.777777778,152,170,3.4955555556,3,4,3.6666666667,3,4.5,99.8888888889,93,116
Pepperdine University,100,315.142857143,306,326,160.571428571,156,170,154.571428571,150,166,3.4371428571,3,3.96,4.5714285714,3.5,5.5,103.142857143,100,116
College Of Saint Rose,92.3076923077,301.5,292,311,152.666666667,143,158,148.833333333,143,156,3.6416666667,3.1,3.94,4.2083333333,3.5,5.5,98.25,93,103
Eastern Michigan University,79.7101449275,306.727272727,284,327,155.581818182,144,170,151.145454545,137,164,3.6483636364,2.8,3.96,4.2636363636,3,5.5,99.6909090909,93,116
Albert Einstein College Of Medicine,90,317.222222222,309,331,160.074074074,151,170,157.148148148,146,163,3.6085185185,3.1,3.98,4.5555555556,3,6,102.555555556,96,116
University of Florida,48.2320942883,318.507518797,272,338,155.685150376,134,170,162.822368421,136,170,3.5393209368,2.1052631579,4,3.6433740602,2.5,6,105.976503759,81,120
Marshall University,50,298.428571429,280,315,149.571428571,142,158,148.857142857,138,157,3.69,3.49,3.97,4.1071428571,3.5,5,95.9285714286,92,100
Shenandoah University,66.6666666667,304.5,297,307,153.75,147,156,150.75,150,151,3.5575,3.55,3.56,4.25,3.5,4.5,98.5,94,100
Saarland University,75,327.666666667,319,334,162,155,168,165.666666667,164,167,3.6933333333,3.56,3.96,4.1666666667,4,4.5,106,103,111
University Of Chicago Division Of Social Sciences,100,308.666666667,299,319,158,155,160,150.666666667,144,160,3.57,3.3,3.91,5,4.5,5.5,101.333333333,100,103
California School Of Professional Psychology,100,304,303,306,148.333333333,146,153,155.666666667,153,157,3.7466666667,3.48,3.88,3.3333333333,3,4,95.3333333333,94,98
Long Island University CW Post,70.4545454545,305.129032258,287,326,154,142,167,151.129032258,140,163,3.6174193548,3,3.91,4.3870967742,3.5,6,98.9677419355,92,108
University of Central Florida (UCF),76.6550522648,311.690909091,287,337,154.536363636,135,170,157.154545455,140,170,3.5912727273,1.91,4,3.8454545455,2.5,5.5,99.1318181818,82,116
SUNY Buffalo,68.5114503817,316.129805014,280,338,154.804456825,134,170,161.325348189,136,170,3.5113246883,2.328,4,3.6620612813,2,6,104.183286908,80,119
Rush University,70.4545454545,312.784946237,298,330,158.161290323,150,167,154.623655914,141,168,3.6692473118,3.01,4,4.3548387097,3,5.5,101.021505376,96,108
"Pennsylvania State University, Harrisburg (Penn State)",100,308.8,300,321,161,155,170,147.8,142,156,3.424,3,3.68,4.2,3,5.5,106,100,116
"Texas A and M University, College Station",43.4662455586,320.403269755,283,340,157.197093551,138,170,163.206176203,136,170,3.5975064691,2.3,4,3.7589464124,2,6,105.521344233,74,120
Miami University,66.6666666667,309.9,295,332,156.5,146,168,153.4,146,164,3.6815,3,4,4.525,3,5.5,100.25,94,111
Oregon Health And Science University,57.1428571429,318.125,312,333,160.625,157,169,157.5,153,164,3.36,3.1,3.75,4.375,4,5,102.5,100,114
Monmouth University,54.5454545455,299.666666667,287,308,150.666666667,142,157,149,145,153,3.8516666667,3.7,3.99,4.0833333333,3,4.5,97.8333333333,92,103
Florida International University (FIU),75.4716981132,312.375,292,333,157.45,144,165,154.925,137,168,3.641,3.16,4,4.1375,2.5,6,100.675,93,106
Emerson College,71.1340206186,312.608695652,288,330,158.202898551,141,169,154.405797101,143,165,3.7284057971,3.19,3.98,4.5362318841,3.5,5.5,101.565217391,92,114
Texas A&M University Bush School,100,319,313,324,164.333333333,162,168,154.666666667,151,161,3.5633333333,3.48,3.72,4.3333333333,4,4.5,106,103,111
La Salle University,58.9743589744,310.739130435,298,332,157.52173913,150,168,153.217391304,143,166,3.7891304348,3.5,4,4.4130434783,3.5,5.5,100.826086957,96,111
Iowa State University (ISU),63,318.23015873,297,338,156.19047619,139,170,162.03968254,137,170,3.6290476191,2.9,4,3.8373015873,2,6,100.5,89,116
James Madison University,56.6666666667,310.882352941,297,327,157.852941176,150,169,153.029411765,146,161,3.7605882353,3.23,4,4.4088235294,3.5,5.5,101.382352941,96,114
Northern Arizona University,73.2142857143,308.87804878,288,329,155.682926829,141,168,153.195121951,138,168,3.72,3.3,4,4.2926829268,3.5,5.5,99.7073170732,92,111
